#	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	CD4_unstim_rep1 Tag Count in given bp (62671149.0 Total, normalization factor = 1, effective total = 10000000)	CD4_unstim_rep2 Tag Count in given bp (113653906.0 Total, normalization factor = 1, effective total = 10000000)	CD4_unstim_rep3 Tag Count in given bp (89185726.0 Total, normalization factor = 1, effective total = 10000000)	CD4_stim_rep1 Tag Count in given bp (96241364.0 Total, normalization factor = 1, effective total = 10000000)	CD4_stim_rep2 Tag Count in given bp (103774262.0 Total, normalization factor = 1, effective total = 10000000)	CD4_stim_rep3 Tag Count in given bp (83037238.0 Total, normalization factor = 1, effective total = 10000000)	bg vs. target Log2 Fold Change	bg vs. target p-value	bg vs. target adj. p-value
chr15-721	chr15	34437096	34437268	+	8.53	0.565	NA	NA	NA	NA									5.18033334003076	7.11646501548565	5.35773298729488	5.85579517967041	6.11444175126981	4.74501627817799	-0.619384126183527	0.479266989888778	0.633515327851142
chr20-838	chr20	45044189	45044361	+	4.17	0.747	NA	NA	NA	NA									4.63041332610536	4.73791949576862	4.67837787147608	4.47020490778567	5.14455740040041	4.79033484362702	0.214629262037503	0.618644265623805	0.750585585897614
chr21-373	chr21	29348504	29348676	+	6.29	0.637	NA	NA	NA	NA									5.77538693256815	5.77829612880323	5.73471961114793	5.27737147947468	5.5718505024146	5.29483013097266	-0.473461191984326	0.14305345008888	0.259256073290035
chr15-1199	chr15	41502179	41502351	+	4.27	0.521	NA	NA	NA	NA									5.75937871272748	4.71436496822349	5.00685391532882	4.58761125555582	5.04590151432082	4.86106426928427	-0.508203101462518	0.229346489352874	0.371915283657147
chr1-4868	chr1	62841718	62841890	+	3.52	0.865	NA	NA	NA	NA									4.03141209123131	5.2818236942558	4.31784794981542	4.78106217736738	4.47907861017392	4.71404009300866	-0.0191138621671808	0.968645202505905	0.982972249416541
chr22-375	chr22	50620526	50620698	+	11.1	0.698	NA	NA	NA	NA									7.13423862630847	6.84234857931515	7.34702674489529	6.28704304645554	6.33429172825152	6.20846205723809	-0.982741446232074	0.000112876862168426	0.00066163123553247
chr3-7321	chr3	23836667	23836839	+	1.13	0.610	NA	NA	NA	NA									2.57600072116228	2.50076199689281	2.2217021368148	2.58405125595823	2.70647998805069	2.8936630252713	0.831930446101567	0.32834410550011	0.484736558216556
chr4-3459	chr4	113784962	113785134	+	1.57	0.721	NA	NA	NA	NA									2.48046748368932	2.46632996528842	3.17210005925172	3.01364477813877	3.06539921811562	3.55081988803154	1.09079498570964	0.17065272971137	0.297268008310962
chr6-5865	chr6	96015526	96015698	+	1.29	0.680	NA	NA	NA	NA									3.00562842128511	2.76126571785183	2.50563217028002	3.25484801821783	2.89462867551247	2.48993344115025	0.399892537590392	0.61630368495636	0.74871660779087
chr17-4372	chr17	52546788	52546960	+	1.48	0.663	NA	NA	NA	NA									3.06154684320348	3.2160311286563	2.89800907903473	3.2746645426254	3.14458076467712	3.07285549928283	0.23154386049063	0.737929257628205	0.837452047527478
chr14-587	chr14	61661623	61661795	+	12.6	0.525	NA	NA	NA	NA									4.6712365990218	4.52567256835819	4.80013928187502	6.11230421896652	6.04910204013874	6.32375237076168	1.97015562412064	4.92843430977328e-08	6.62990681198159e-07
chr12-5328	chr12	48988125	48988297	+	1.50	0.622	NA	NA	NA	NA									4.00600914219937	3.87315575645908	3.94579286398159	3.33805931905081	3.7893233635754	2.98408690294196	-0.927106884114334	0.11460698985492	0.217927265644719
chr12-3786	chr12	90174291	90174463	+	2.42	0.607	NA	NA	NA	NA									3.42243922524207	3.34218651073234	2.9903516858154	3.6368606823575	3.58666235247881	4.13411003537062	1.08084215928799	0.092737749854555	0.184511422434875
chr19-2861	chr19	51676404	51676576	+	2.70	0.617	NA	NA	NA	NA									3.86562849860489	2.99811709865	3.57348986186115	3.69229868471033	3.88992266879014	4.41398080448326	0.934085575630546	0.131077917012245	0.242244229528189
chr20-128	chr20	33731964	33732136	+	30.4	0.686	NA	NA	NA	NA									7.79870666390971	7.67525424629285	7.85707838772522	7.54524346115161	7.78597313455272	7.4197764447041	-0.205772837594077	0.336583404908478	0.49308546912449
chr1-4433	chr1	222634485	222634657	+	3.96	0.677	NA	NA	NA	NA									5.12659193904639	5.12888360934724	5.5038748611721	4.81525197804492	4.75026360069478	5.09551268388345	-0.52062696934916	0.168266589683244	0.294069222453724
chr6-5845	chr6	56938705	56938877	+	1.36	0.724	NA	NA	NA	NA									2.10767557820829	2.68117322686404	2.64913643820391	2.85965278499332	2.82004384229322	3.02361782660715	1.02642320796968	0.226532175010521	0.368525934103635
chr8-2134	chr8	79795139	79795311	+	2.83	0.653	NA	NA	NA	NA									3.14127501875039	2.45186070251584	2.58022663222791	3.5546962916991	3.84830165792531	3.93966554359932	2.4001743312724	0.0019242877604198	0.00766066422062157
chr9-2480	chr9	2655713	2655885	+	2.16	0.674	NA	NA	NA	NA									4.47608693737495	3.65040688620667	4.1570374922938	3.98197280272268	3.56800131999951	4.19947595214629	-0.315786389041331	0.561187782511483	0.703772506460603
chr4-757	chr4	37892602	37892774	+	12.9	0.729	NA	NA	NA	NA									6.26586886684874	5.69553780040859	5.65492662185015	6.14384107140416	6.35345856440157	6.55312613632413	0.576485657513681	0.0620503149270251	0.13385747420372
chr15-2402	chr15	64466864	64467036	+	1.59	0.701	NA	NA	NA	NA									2.97718797617012	2.739365826582	2.70737637546071	2.67556735042077	3.38270191352306	3.36591304432489	0.87745717693491	0.252113107988881	0.399062093175047
chr1-1134	chr1	212558938	212559110	+	21.8	0.680	NA	NA	NA	NA									8.0697415925315	8.1310650686138	7.94116690448428	7.35454118485512	7.06202821459149	6.91039362272458	-1.03525791140446	2.37721593339513e-06	2.18448078153409e-05
chr17-114	chr17	29617271	29617443	+	53.6	0.666	NA	NA	NA	NA									8.54754865258708	8.05732480564536	8.34644081549746	8.52648468407837	8.40080254805441	8.36151256120349	0.115761812538379	0.568351038182611	0.709845443468115
chr9-1864	chr9	89924152	89924324	+	3.41	0.694	NA	NA	NA	NA									2.29518872118697	2.76631079329628	2.10949277997376	4.14048113482707	3.99607800943796	3.04266138463753	3.4754821042587	0.000346896856620284	0.00175811780113787
chr21-307	chr21	42002571	42002743	+	7.83	0.686	NA	NA	NA	NA									3.23455349658831	3.69937704498999	3.91242361401662	5.17721043142331	5.76476385500339	4.95535846807244	2.61935217839112	1.00985218064956e-06	1.01868004594021e-05
chr2-5055	chr2	64338980	64339152	+	2.46	0.742	NA	NA	NA	NA									3.32317008830274	2.6650727758975	2.7719562296675	3.72999578200655	3.64573554268011	3.89615354287633	1.7793813807872	0.0119096652209355	0.0349267877637097
chr11-5458	chr11	76768561	76768733	+	1.15	0.615	NA	NA	NA	NA									4.45191635656672	4.49462645096742	3.24444118302574	2.93193053659192	3.32225787696473	3.38766755787245	-1.64551778520555	0.00746820805069631	0.0237176077514196
chr1-158	chr1	183472342	183472514	+	68.3	0.609	NA	NA	NA	NA									8.85375150949993	9.05883114428789	8.70907819409982	9.06654949972943	8.67768161195925	8.5110038669223	-0.118029573661167	0.577485053304445	0.717105320346202
chr10-733	chr10	12605935	12606107	+	15.2	0.610	NA	NA	NA	NA									7.25016239397174	7.35286626278711	7.65521194292325	6.7855187361755	6.67995292515975	6.45482954627377	-0.898188779792585	0.000193790202630794	0.00105985797117267
chr13-2230	chr13	43804634	43804806	+	1.40	0.702	NA	NA	NA	NA									3.03255849618981	3.1894804738119	2.76123347082025	2.910592694618	3.24590232950807	3.24451991946196	0.309039988398898	0.664649224886053	0.784571675333961
chr3-5827	chr3	147572581	147572753	+	1.47	0.661	NA	NA	NA	NA									3.4141105310565	3.03144170261372	2.66201252984395	3.18690518912855	3.14301064914155	3.20694372592008	0.263404576860238	0.709579878575972	0.817934583479964
chr18-1776	chr18	66474217	66474389	+	1.40	0.720	NA	NA	NA	NA									3.78095562315241	3.53468515093793	3.23984125806555	3.3282236663706	2.75476692330919	3.7480011585422	-0.381220869068357	0.566162761776952	0.708005399252602
chr2-3551	chr2	240704757	240704929	+	4.35	0.661	NA	NA	NA	NA									4.01016369048807	4.714680872186	4.46406590843824	4.69258611576605	4.81863791421094	4.51177072987564	0.36083766987714	0.42846964111686	0.586548663029797
chr6-2592	chr6	165850450	165850622	+	3.97	0.641	NA	NA	NA	NA									4.96968929510046	5.11079366876615	4.42830615212681	5.03040878678061	4.29129057613892	4.76408193265139	-0.191259735970223	0.666513722252266	0.785991795136017
chr20-493	chr20	35284206	35284378	+	9.38	0.583	NA	NA	NA	NA									5.22307880682509	4.65699146517585	5.29259545906376	5.84476368844362	5.85090014903919	5.56645360055126	0.895004326011793	0.0135497995208759	0.0389006605764285
chr12-2470	chr12	42589603	42589775	+	4.61	0.586	NA	NA	NA	NA									4.11930197135693	4.6251899453743	4.41399084732647	5.14802771507025	4.40979331103338	4.5530716179084	0.501736765909829	0.289518218543749	0.442539268717785
chr3-1314	chr3	59979161	59979333	+	11.4	0.789	NA	NA	NA	NA									4.50548667405245	4.45862832318591	4.03432069712916	6.25279376214085	5.7584876842727	5.91123939495481	2.27184348890614	2.3870984926753e-08	3.42835441103063e-07
chr19-110	chr19	10380610	10380782	+	47.5	0.690	NA	NA	NA	NA									8.04993485231695	8.26735727324234	8.44597748011278	8.07988345728805	8.47742328488517	8.21802062483103	0.000930442946238865	0.996473651768705	0.998067290431011
chr2-4311	chr2	87496136	87496308	+	3.04	0.855	NA	NA	NA	NA									6.30024363696856	6.59870710547033	6.4258528850874	4.59782325519645	4.99490474600038	3.82423606982536	-2.35179965406151	1.49494619616523e-10	3.25437262400497e-09
chr9-580	chr9	6645752	6645924	+	14.8	0.502	NA	NA	NA	NA									6.41344597757861	6.82768448383292	6.66998304774776	6.36235198610978	6.66837575049328	6.65453833034568	-0.103367727438409	0.69431788591479	0.80664874649849
chr9-83	chr9	137240903	137241075	+	48.3	0.570	NA	NA	NA	NA									8.45788572183097	8.39827523972061	8.57312351455375	8.35098081919944	8.32548718055418	8.24245212678052	-0.188708360840446	0.306585354485174	0.461360808533077
chr11-3016	chr11	125942111	125942283	+	2.51	0.713	NA	NA	NA	NA									4.47947333849321	4.1614567439612	4.1089238153041	3.97341596176504	3.95481696616271	4.38469126971107	-0.224559479135809	0.650685942632458	0.774415718291311
chr5-727	chr5	50699832	50700004	+	14.6	0.711	NA	NA	NA	NA									3.36520289887424	3.79228231992395	3.40754217244737	5.70481202720214	6.49748472362465	6.43785364435134	4.08499973629207	4.20105569571791e-14	1.7063877832801e-12
chr3-1036	chr3	87997373	87997545	+	13.3	0.704	NA	NA	NA	NA									4.48063890923283	4.69555104190839	4.51579453008526	5.91560864636955	6.27496356078477	6.42318739807951	2.18158948150038	6.60819552512227e-09	1.05539565628451e-07
chr1-707	chr1	148152136	148152308	+	32.3	0.726	NA	NA	NA	NA									7.61773921931371	7.79588630064241	7.57219234824491	7.84732700510465	7.69258089389677	7.49291341396302	0.023982064530566	0.911293741188229	0.949709844626979
chr4-362	chr4	87391189	87391361	+	30.2	0.671	NA	NA	NA	NA									8.46629516793216	9.25955249057331	8.81591447860692	7.43109532468286	7.76441801028552	7.78844338061878	-1.34427235238024	1.44061195100948e-08	2.15959166755768e-07
chr10-168	chr10	5317831	5318003	+	38.6	0.677	NA	NA	NA	NA									7.13147090428404	6.80490568062365	6.14985120604193	7.76341003718649	7.99607727591783	7.75140069756985	1.25637164637599	3.05269843688724e-06	2.73857098387503e-05
chr22-942	chr22	22692848	22693020	+	3.04	0.736	NA	NA	NA	NA									4.48384476045776	3.886948996496	3.83744161948786	4.17707237497262	4.20935380211698	4.49713685315887	0.345364963228805	0.497052542996308	0.649583996291256
chr22-159	chr22	39502237	39502409	+	22.0	0.672	NA	NA	NA	NA									6.35397572390081	7.19151433681689	6.76334256487609	7.0029008811743	7.21606601174231	7.22772634154639	0.376623865091627	0.160371126347957	0.283468683708758
chr22-1400	chr22	30297063	30297235	+	1.71	0.655	NA	NA	NA	NA									4.0235747611677	3.74730839790119	2.99620045057483	3.34059296049449	3.55581687112329	3.54683467570725	-0.304927788562723	0.626002509163771	0.75627633509271
chr9-432	chr9	136866313	136866485	+	19.1	0.671	NA	NA	NA	NA									7.42733050506378	7.47939480081208	7.54473843895956	6.80120068557645	7.20485852250841	6.9123805575772	-0.569083518381122	0.0132476215827009	0.038185731146391
chr20-987	chr20	46174547	46174719	+	3.83	0.605	NA	NA	NA	NA									3.95797007947832	4.66784386271322	4.19316609110469	4.34234642882411	4.58883887164943	4.68014536079773	0.341795932759529	0.473468128521925	0.628113368911551
chr5-2493	chr5	143066984	143067156	+	3.14	0.652	NA	NA	NA	NA									2.67357695139923	2.77622108419002	2.60296839938875	3.95675573433696	4.00326295160183	3.80140040349965	2.87268530707335	0.000261025601299355	0.00137295606454743
chr19-940	chr19	43562682	43562854	+	18.1	0.590	NA	NA	NA	NA									6.09856577287096	5.96262174739348	6.14183256413128	6.68037565783504	6.92224077971221	6.59082996885184	0.802654649116869	0.00326372295786028	0.0119294308244232
chr2-2695	chr2	181312760	181312932	+	5.67	0.599	NA	NA	NA	NA									5.51716099353855	5.79917904749319	5.99826671552117	5.39603083909015	5.34296912378801	5.2634551927426	-0.58718690327985	0.0728063151857884	0.152047275208443
chr3-4991	chr3	171278057	171278229	+	1.61	0.656	NA	NA	NA	NA									2.99950218725209	2.87349037262893	2.47466390704049	3.08946151643995	3.29520326017129	3.33127571102951	1.06616879862862	0.155867721642315	0.277281070729318
chr9-1324	chr9	33677250	33677422	+	5.49	0.624	NA	NA	NA	NA									5.37948860964958	5.52919554814467	4.98792833355884	5.10943579967822	5.33570454798304	4.98371279972346	-0.212476571949406	0.565488847028816	0.707428256466913
chr9-301	chr9	65675620	65675792	+	29.0	0.762	NA	NA	NA	NA									8.04605742488719	8.52157788613947	8.78033557288816	7.29756256092049	7.47798077975954	8.08480544726741	-0.916068351917346	0.000534749712654986	0.00256237151417696
chr7-3736	chr7	140123029	140123201	+	1.98	0.686	NA	NA	NA	NA									1.93623620324655	2.16257812063695	1.80544650800491	2.7457047342079	3.32136199633244	2.91170197163368	3.73067515342427	0.0027585534252282	0.0103705814085268
chr4-714	chr4	26879034	26879206	+	13.4	0.679	NA	NA	NA	NA									4.28862115276513	3.67355018003642	3.91773159834906	6.11194113392818	6.27188199865359	6.50720314271415	3.30410604525388	4.31591518952912e-14	1.74723030670026e-12
chr1-2628	chr1	108079787	108079959	+	8.73	0.657	NA	NA	NA	NA									7.50244999214151	7.89023920880225	6.9809236209456	5.89110808429605	5.90665859924766	6.00076822569969	-1.82078808979442	9.7410694889599e-11	2.19286287804466e-09
chr11-4654	chr11	98234745	98234917	+	1.32	0.657	NA	NA	NA	NA									3.01692681855398	3.08677384039488	2.9572158882466	3.14875833727464	3.06115339643646	2.95961586804459	0.0910998973353523	0.896679410050652	0.94075461429314
chr6-1370	chr6	137800018	137800190	+	9.54	0.636	NA	NA	NA	NA									6.27484201683239	6.27299903629839	6.36309894487705	6.04454616855191	5.97107758248538	6.01570255031349	-0.35754147884171	0.191957092693471	0.325134785768107
chr2-7347	chr2	165902943	165903115	+	1.57	0.572	NA	NA	NA	NA									3.30127594883351	3.0329454439546	3.57609196151285	3.60216323399827	3.19176047876398	3.09468513562547	-0.0119731337329462	0.985621075835339	0.992499983711292
chr5-1204	chr5	170267912	170268084	+	8.64	0.758	NA	NA	NA	NA									5.63186571916993	6.1304252845693	5.88737877035942	5.73399306114395	5.96001624791263	5.67764658847144	-0.136020959095998	0.663196763776461	0.783499014344772
chr8-2961	chr8	42028840	42029012	+	1.66	0.734	NA	NA	NA	NA									3.28338181621836	2.47895432999942	3.62825520207496	3.11778343554229	3.46982876924764	3.6324293939424	0.410230059581346	0.570034588134576	0.711281323574025
chr3-2260	chr3	196431359	196431531	+	5.44	0.676	NA	NA	NA	NA									4.85571480512426	4.98813544084072	5.0426885769062	5.05326434223751	5.2770671248705	4.72037735790424	0.103305386222115	0.793315067498596	0.87486133751162
chr5-5370	chr5	81606226	81606398	+	1.24	0.583	NA	NA	NA	NA									2.91165364368138	2.98822844270328	2.53176499882266	2.91501289691606	2.87529826083237	3.007330318793	0.266811463949984	0.723338190211084	0.827196346277287
chr5-93	chr5	31532120	31532292	+	62.7	0.665	NA	NA	NA	NA									8.74437485199028	9.34442230819555	9.08979509318972	8.58361148701147	8.8389480873277	8.75496703570484	-0.388289162942731	0.059707008546565	0.129715104697864
chr2-927	chr2	24491692	24491864	+	19.8	0.544	NA	NA	NA	NA									7.30165869601909	7.03520501174993	7.17167029906992	7.03378331966805	6.89688971935844	6.96897116992371	-0.231463264742892	0.311993840634423	0.467225601317951
chr18-976	chr18	70684126	70684298	+	3.02	0.602	NA	NA	NA	NA									5.46973347468422	5.41764390657865	5.29268758547956	4.50867210190149	4.35318610417994	4.44967352855582	-1.31621295968871	0.000477371416357376	0.00231789745766263
chr10-1252	chr10	35378619	35378791	+	8.09	0.670	NA	NA	NA	NA									5.47597769133986	5.70075357971338	5.29799155254099	5.40093488981521	5.89777676493316	5.68560266716444	0.224951466067256	0.510252131143716	0.660594470070359
chr12-3154	chr12	104201401	104201573	+	3.23	0.620	NA	NA	NA	NA									4.58229180503501	4.62765502764702	4.19812249651211	4.04905450835272	4.54779658540523	4.51119478776088	-0.140593052431942	0.763674322958303	0.854846257481968
chr2-1640	chr2	37671071	37671243	+	10.9	0.656	NA	NA	NA	NA									6.8219386037655	6.69686409556137	6.93357006518063	6.25954589264649	6.13431456834684	6.03062356640496	-0.794700558238316	0.00199925116703794	0.00792208140086011
chr1-8059	chr1	242425377	242425549	+	1.75	0.671	NA	NA	NA	NA									3.23192394734754	3.07264478524563	2.70375863522657	3.31225034424124	3.45719394444786	3.30879960708272	0.77473012693873	0.266428735826634	0.415824950855111
chr13-3166	chr13	81590869	81591041	+	1.11	0.689	NA	NA	NA	NA									3.03615860713528	2.89039552745141	2.64611007620161	2.96103900706633	2.65027970372433	3.00381016445904	0.0424885796731361	0.954893023526553	0.974930489471891
chr9-1632	chr9	92406733	92406905	+	3.71	0.696	NA	NA	NA	NA									6.41380901851297	6.41692692752155	5.98386137788771	5.02001715006162	5.0167602116432	4.43312099441644	-1.78399145213423	1.35102979433605e-07	1.65795860291365e-06
chr8-713	chr8	128049302	128049474	+	11.1	0.592	NA	NA	NA	NA									6.19268899535829	6.8824436821607	6.79529940381111	5.52470094911282	6.58647190189732	6.2387070537348	-0.566385538014096	0.091389136607789	0.182481919092453
chr17-125	chr17	60421439	60421611	+	52.1	0.682	NA	NA	NA	NA									8.02394126280236	7.99519996272443	7.98027725448826	8.48437852206685	8.26758437635271	8.41859603966061	0.435664789869096	0.0229060358156026	0.0599470447586343
chr10-424	chr10	127990430	127990602	+	26.7	0.676	NA	NA	NA	NA									5.69017946509336	4.59668460025251	4.77306914833871	7.00295926595311	7.3082392719602	7.60629547458204	2.75788231587711	2.40006011208983e-15	1.18029801821062e-13
chr19-3850	chr19	1455419	1455591	+	1.47	0.601	NA	NA	NA	NA									3.51199806799664	3.21852122630362	4.01038308262451	3.03226897020177	3.44431404865995	3.57184543312279	-0.50565510229028	0.42507129002679	0.583442891761976
chr1-2193	chr1	12618364	12618536	+	11.0	0.555	NA	NA	NA	NA									6.41444014016377	6.27835594566083	6.71702334606239	6.30039232567624	6.19762834586568	5.87577603425991	-0.41177116583004	0.148201408293035	0.266682548444187
chr3-3237	chr3	196049740	196049912	+	3.16	0.728	NA	NA	NA	NA									2.46199546500393	2.08801732409928	2.06611029007081	3.66566700616741	3.92715645143764	3.64694260673935	5.27785864690816	5.159179278324e-05	0.000335170548469892
chr12-232	chr12	14774203	14774375	+	46.5	0.584	NA	NA	NA	NA									8.67376497162048	8.71160304863219	8.75161318663417	8.23013746810303	8.1685669674189	8.25685677090775	-0.544570675413073	0.00239080092839693	0.00919176966411065
chr12-5711	chr12	107671102	107671274	+	1.38	0.617	NA	NA	NA	NA									3.59308578438762	3.46475505718286	3.49800283301727	3.38433527716468	3.19763121628839	3.36627055843193	-0.39778248930443	0.515232406517033	0.665150235277721
chr8-3071	chr8	116352284	116352456	+	1.68	0.663	NA	NA	NA	NA									3.86317535386919	3.972187025119	3.98115950764507	3.14055330083856	3.82205521683297	3.636744941899	-0.671525886278479	0.237812986199261	0.382043027355759
chr6-4521	chr6	47203682	47203854	+	1.87	0.604	NA	NA	NA	NA									5.37174062588448	4.50300286669333	5.38603604009725	4.05132772130085	3.6844003679941	3.89087165492221	-1.8335211862179	6.51513198425624e-05	0.000411619500039986
chr12-504	chr12	121839568	121839740	+	30.3	0.703	NA	NA	NA	NA									7.94333834594863	8.06404346393312	8.19702833296914	7.51629279195743	7.80015989650703	7.40608828755125	-0.543718488254412	0.0107914852500024	0.0321676869943018
chr12-5165	chr12	27733122	27733294	+	1.57	0.748	NA	NA	NA	NA									4.10575500696702	3.96549594557049	4.34549379862222	3.56593383051049	3.36793323215526	3.80343482834488	-0.975511131520396	0.0677377244972896	0.143436647859753
chr5-2571	chr5	176560447	176560619	+	3.04	0.734	NA	NA	NA	NA									3.27118877402991	3.24847736045805	3.65745109451229	4.06831469515808	4.04150409000104	4.20752798766353	1.28089802943974	0.0302420531973061	0.0751444040264014
chr2-2936	chr2	174835832	174836004	+	5.53	0.669	NA	NA	NA	NA									3.63493054008852	2.76244550950489	3.15186069310717	4.68185679457526	4.91565349441237	4.66040334083642	2.83045043833779	5.94860903178931e-06	4.96055908506159e-05
chr2-4288	chr2	43877976	43878148	+	3.20	0.684	NA	NA	NA	NA									5.26136194866374	4.57592239282994	4.95678207514353	4.81124468849017	4.17338708472532	4.43885532549234	-0.641751781478649	0.143890827721306	0.260464436790482
chr3-343	chr3	9731317	9731489	+	34.4	0.649	NA	NA	NA	NA									8.4761296111482	8.8394929506205	8.53189442749153	7.96845006007025	7.76845916112433	7.69442107867488	-0.895043489269346	1.0828154654237e-05	8.46148056189841e-05
chr2-5386	chr2	10795768	10795940	+	1.93	0.768	NA	NA	NA	NA									2.12495405971227	2.4802076457927	2.14763978856996	2.62490788910677	3.75020183693648	3.5202267619262	3.07227465944714	0.00231175876076067	0.00894468539965584
chr4-2212	chr4	8176933	8177105	+	2.84	0.644	NA	NA	NA	NA									5.00314425406017	5.08925932369563	5.09509163211007	4.29731823086546	4.76621450041173	3.90181423104186	-0.973282243905778	0.0252135942853869	0.0647732048263411
chr7-4726	chr7	126900013	126900185	+	1.48	0.629	NA	NA	NA	NA									3.03882958417265	2.67431812163955	2.52107058458215	3.46761422961709	2.70746472174159	2.78148348518689	0.68342591535323	0.391092230989732	0.549631581311881
chr15-1635	chr15	77160707	77160879	+	2.79	0.551	NA	NA	NA	NA									5.28997883687854	5.63724664984781	5.6883357093438	4.74780257719719	4.27819514593386	3.80181884209567	-1.64644326926839	6.61578319178338e-05	0.000416864316259289
chr15-2772	chr15	73609084	73609256	+	1.31	0.631	NA	NA	NA	NA									1.89064008060957	1.7649748165668	1.57673889370174	2.22649780936011	2.66552339547641	2.52277538269751	3.12062843453459	0.0155361651411607	0.0435189609969246
chr3-2408	chr3	32177425	32177597	+	4.75	0.598	NA	NA	NA	NA									4.63612974081882	5.17759038082168	5.27875593973969	4.99308790274614	4.90728248264154	4.92432665845702	-0.183978650632824	0.637763454849984	0.76511630825988
chr16-2446	chr16	30488237	30488409	+	1.48	0.636	NA	NA	NA	NA									1.79392339270621	1.69529291976066	2.00688970462549	2.55548140901021	2.92289239673825	2.63604971436034	3.44885389260156	0.00713337359848284	0.022843193358484
chr17-1019	chr17	21253287	21253459	+	11.8	0.635	NA	NA	NA	NA									6.89459384232236	7.28203949769525	6.80388412835503	6.6004876267987	6.30468896981351	6.14191210882147	-0.752496892959189	0.00508173175221256	0.0172710526040527
chr9-2746	chr9	35675850	35676022	+	1.87	0.624	NA	NA	NA	NA									3.82731390477765	4.30548327375871	3.85280264305631	3.57229320396084	3.84088751353978	3.80759872948972	-0.478782460052075	0.374985718512909	0.533245585391115
chr10-2974	chr10	70461409	70461581	+	2.51	0.632	NA	NA	NA	NA									3.98444198710285	3.64504720687728	3.6770355703211	3.67391862090233	4.30894819683455	3.46523728082077	0.189966495922835	0.746158704921454	0.843126431613522
chr1-7589	chr1	19651222	19651394	+	2.00	0.710	NA	NA	NA	NA									4.49850109616228	4.33856115569036	4.17560794197382	3.16990527116849	4.07283660777436	4.03483073580501	-0.844463471792829	0.115992701584147	0.220016039738848
